Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
200,9,3889.21,2,4,4,10
74,6,1170.41,3,3,3,9
64,4,470.16,3,3,2,8
21,9,1274.76,4,4,3,11
367,7,1286.45,2,3,3,8
485,1,157.70000000000002,1,1,1,3
180,3,321.43,2,2,1,5
10,12,3952.51,4,4,4,12
4,27,4886.28,4,4,4,12
582,2,385.2,1,2,2,5
665,1,0.0,1,1,1,3
197,14,9803.460000000001,2,4,4,10
29,9,1639.94,3,4,3,10
53,1,197.13,3,1,1,5
574,7,1623.97,1,3,3,7
630,3,-274.63,1,2,1,4
499,1,94.8,1,1,1,3
18,9,2184.21,4,4,4,12
527,3,293.09999999999997,1,2,1,4
10,3,102.44999999999999,4,2,1,7
90,12,3445.82,3,4,4,11
423,2,773.6700000000001,1,2,2,5
418,3,915.28,1,2,3,6
268,3,340.21,2,2,2,6
53,14,7163.0,3,4,4,11
35,8,2456.8,3,3,4,10
437,1,211.79999999999998,1,1,1,3
64,12,6688.43,3,4,4,11
600,1,150.0,1,1,1,3
423,2,406.79999999999995,1,2,2,5
149,4,1320.6,2,3,3,8
405,1,310.56,1,1,1,3
22,50,15542.44,4,4,4,12
312,9,1575.21,2,4,3,9
23,3,829.4100000000001,4,2,2,8
58,21,6123.63,3,4,4,11
9,7,1351.37,4,3,3,10
78,14,4302.17,3,4,4,11
119,7,6520.3,2,3,4,9
36,3,1311.3799999999999,3,2,3,8
60,10,3578.931,3,4,4,11
506,1,180.75,1,1,1,3
13,6,1703.94,4,3,3,10
9,2,168.62,4,2,1,7
52,14,1318.4,3,4,3,10
26,2,841.1999999999999,3,2,2,7
29,1,266.76,3,1,1,5
731,1,-48.75,1,1,1,3
7,4,129.72,4,3,1,8
11,20,20657.77,4,4,4,12
186,19,2901.46,2,4,4,10
3,13,4170.06,4,4,4,12
4,9,2776.8,4,4,4,12
262,9,1794.6000000000001,2,4,3,9
3,9,1258.97,4,4,3,11
481,4,802.6800000000001,1,3,2,6
210,2,854.13,2,2,3,7
535,1,116.18,1,1,1,3
9,7,2841.55,4,3,4,11
521,2,256.7,1,2,1,4
418,2,437.0,1,2,2,5
13,28,3812.2200000000003,4,4,4,12
685,1,185.06,1,1,1,3
77,3,706.19,3,2,2,7
20,1,255.4,4,1,1,6
27,15,3426.55,3,4,4,11
19,7,756.64,4,3,2,9
669,1,120.6,1,1,1,3
132,4,1496.12,2,3,3,8
253,1,364.8,2,1,2,5
79,1,1862.0,3,1,3,7
207,1,369.2,2,1,2,5
336,1,135.9,2,1,1,4
254,3,817.25,2,2,2,6
148,4,1106.73,2,3,3,8
691,1,202.35000000000002,1,1,1,3
10,6,1782.26,4,3,3,10
85,5,1412.21,3,3,3,9
8,48,24488.82,4,4,4,12
205,10,1973.47,2,4,3,9
8,9,3100.7400000000002,4,4,4,12
23,18,3356.86,4,4,4,12
395,1,1384.88,1,1,3,5
522,1,13.919999999999998,1,1,1,3
11,13,2277.05,4,4,4,12
21,5,1000.27,4,3,3,10
21,10,2744.48,4,4,4,12
2,4,1640.64,4,3,3,10
154,10,1939.69,2,4,3,9
445,3,-66.98,1,2,1,4
3,23,6094.6900000000005,4,4,4,12
74,2,381.9,3,2,2,7
428,5,1380.98,1,3,3,7
3,7,389.86,4,3,2,9
1,510,270248.53,4,4,4,12
17,11,748.5799999999998,4,4,2,10
36,8,4073.13,3,3,4,10
606,1,-5.85,1,1,1,3
86,13,1752.65,3,4,3,10
71,11,2888.21,3,4,4,11
597,2,1123.75,1,2,3,6
116,9,5955.81,2,4,4,10
539,1,359.35,1,1,2,4
213,3,1607.17,2,2,3,7
30,2,1316.07,3,2,3,8
394,2,843.74,1,2,2,5
51,1,749.1,3,1,2,6
246,3,931.01,2,2,3,7
731,1,-7.95,1,1,1,3
382,3,337.65,1,2,2,5
397,1,308.2,1,1,1,3
619,2,204.46,1,2,1,4
32,2,836.69,3,2,2,7
109,9,5136.64,2,4,4,10
5,6,964.6800000000001,4,3,3,10
366,2,1029.66,2,2,3,7
444,5,885.0,1,3,3,7
73,9,2444.1,3,4,4,11
297,2,2849.83,2,2,4,8
9,14,12378.46,4,4,4,12
57,4,1617.63,3,3,3,9
502,4,2289.43,1,3,4,8
631,1,-934.66,1,1,1,3
418,2,531.49,1,2,2,5
579,1,182.1,1,1,1,3
402,5,706.56,1,3,2,6
663,1,107.62,1,1,1,3
30,24,9674.92,3,4,4,11
414,1,179.4,1,1,1,3
14,1,100.9,4,1,1,6
72,6,1049.79,3,3,3,9
23,7,1066.57,4,3,3,10
460,6,498.55,1,3,2,6
9,2,361.25,4,2,2,8
79,1,311.69,3,1,1,5
46,43,17244.25,3,4,4,11
25,5,1005.37,4,3,3,10
12,2,503.44,4,2,2,8
733,1,163.77,1,1,1,3
421,1,1325.0,1,1,3,5
253,2,333.29,2,2,2,6
147,6,957.9399999999999,2,3,3,8
59,5,684.97,3,3,2,8
8,2,221.27,4,2,1,7
11,28,16328.9,4,4,4,12
271,4,366.91,2,3,2,7
10,13,3158.63,4,4,4,12
247,1,206.21,2,1,1,4
96,2,599.0,3,2,2,7
15,6,1115.8400000000001,4,3,3,10
50,7,1680.52,3,3,3,9
30,2,504.99,3,2,2,7
704,1,906.23,1,1,3,5
68,16,3593.4,3,4,4,11
35,3,1116.57,3,2,3,8
128,2,145.07,2,2,1,5
107,3,1314.45,2,2,3,7
37,1,114.39,3,1,1,5
57,2,472.39,3,2,2,7
57,8,765.86,3,3,2,8
726,1,31.929999999999996,1,1,1,3
72,12,3106.34,3,4,4,11
735,1,439.46,1,1,2,4
737,1,150.68,1,1,1,3
246,3,313.52,2,2,1,5
572,1,237.78,1,1,1,3
689,1,183.20000000000002,1,1,1,3
19,6,1271.41,4,3,3,10
198,2,296.75,2,2,1,5
376,2,566.9,2,2,2,6
16,9,1632.25,4,4,3,11
212,7,2066.6,2,3,3,8
662,1,342.4,1,1,2,4
612,2,305.42,1,2,1,4
430,1,314.67,1,1,1,3
442,1,210.5,1,1,1,3
564,1,36.13,1,1,1,3
382,8,886.33,1,3,3,7
39,2,233.23000000000002,3,2,1,6
481,2,442.28999999999996,1,2,2,5
46,5,771.38,3,3,2,8
170,4,770.73,2,3,2,7
593,1,129.48000000000002,1,1,1,3
48,1,490.52,3,1,2,6
394,2,230.85999999999999,1,2,1,4
116,9,4817.28,2,4,4,10
473,7,1055.7,1,3,3,7
147,1,1246.32,2,1,3,6
16,76,13763.27,4,4,4,12
51,2,825.14,3,2,2,7
159,1,156.91,2,1,1,4
480,2,360.0,1,2,2,5
12,3,1261.78,4,2,3,9
36,1,308.94,3,1,1,5
396,2,416.6,1,2,2,5
54,3,860.62,3,2,3,8
488,10,1641.3,1,4,3,8
43,2,260.17,3,2,1,6
501,20,2275.82,1,4,4,9
173,6,622.3,2,3,2,7
34,1,125.58,3,1,1,5
39,4,567.51,3,3,2,8
267,1,266.0,2,1,1,4
379,1,203.42,2,1,1,4
9,17,2689.59,4,4,4,12
12,5,1186.09,4,3,3,10
3,23,12092.19,4,4,4,12
10,16,4075.51,4,4,4,12
33,2,1013.09,3,2,3,8
80,5,1061.61,3,3,3,9
31,13,2974.04,3,4,4,11
8,6,1157.71,4,3,3,10
618,2,362.15,1,2,2,5
72,9,1964.66,3,4,3,10
4,16,2857.37,4,4,4,12
256,10,13285.65,2,4,4,10
5,11,2571.02,4,4,4,12
16,17,8282.45,4,4,4,12
90,1,252.73000000000002,3,1,1,5
72,3,465.55,3,2,2,7
376,2,402.51,2,2,2,6
43,10,1269.96,3,4,3,10
10,107,39742.99,4,4,4,12
542,1,7.49,1,1,1,3
170,2,294.02,2,2,1,5
199,2,315.45,2,2,1,5
31,6,2873.7999999999997,3,3,4,10
19,47,15841.53,4,4,4,12
152,3,633.66,2,2,2,6
9,28,7583.38,4,4,4,12
270,1,343.62,2,1,2,5
65,5,479.27,3,3,2,8
274,1,121.17000000000002,2,1,1,4
25,7,4138.87,4,3,4,11
23,10,3920.16,4,4,4,12
319,1,215.78,2,1,1,4
5,3,697.79,4,2,2,8
12,2,302.1,4,2,1,7
475,3,560.07,1,2,2,5
520,1,133.45,1,1,1,3
275,6,3184.56,2,3,4,9
25,17,3377.18,4,4,4,12
41,27,3427.62,3,4,4,11
8,4,303.09,4,3,1,8
4,138,136391.48,4,4,4,12
71,8,2585.62,3,3,4,10
213,1,370.79999999999995,2,1,2,5
410,4,1254.41,1,3,3,7
38,7,3304.71,3,3,4,10
32,2,760.59,3,2,2,7
78,6,3865.13,3,3,4,10
46,4,1176.85,3,3,3,9
179,1,1109.53,2,1,3,6
373,3,843.25,2,2,2,6
94,4,1455.56,3,3,3,9
479,1,187.51999999999998,1,1,1,3
10,9,2357.04,4,4,4,12
105,3,1566.33,2,2,3,7
78,1,773.03,3,1,2,6
173,5,1425.84,2,3,3,8
456,4,2423.88,1,3,4,8
7,64,17576.52,4,4,4,12
213,17,3686.75,2,4,4,10
428,2,546.25,1,2,2,5
22,13,1948.27,4,4,3,11
669,1,93.35000000000001,1,1,1,3
257,1,88.2,2,1,1,4
380,2,965.2,2,2,3,7
730,1,347.54,1,1,2,4
565,2,218.53,1,2,1,4
282,1,306.94,2,1,1,4
21,3,1140.27,4,2,3,9
10,6,2420.84,4,3,4,11
308,1,381.32,2,1,2,5
54,6,1023.11,3,3,3,9
215,4,773.16,2,3,2,7
18,34,13657.880000000001,4,4,4,12
463,2,83.0,1,2,1,4
104,11,3135.74,2,4,4,10
43,1,219.39000000000001,3,1,1,5
4,5,587.05,4,3,2,9
182,5,649.5,2,3,2,7
84,1,410.48,3,1,2,6
330,14,2319.5,2,4,4,10
9,11,1303.49,4,4,3,11
531,2,554.67,1,2,2,5
31,2,703.36,3,2,2,7
167,3,1002.54,2,2,3,7
18,9,3094.91,4,4,4,12
18,7,1407.73,4,3,3,10
311,12,856.26,2,4,3,9
142,5,1291.75,2,3,3,8
241,4,961.9,2,3,3,8
24,9,1480.0,4,4,3,11
29,5,2730.87,3,3,4,10
611,1,209.4,1,1,1,3
10,4,3439.41,4,3,4,11
30,12,3400.12,3,4,4,11
18,3,528.1,4,2,2,8
18,4,1352.75,4,3,3,10
15,9,2484.32,4,4,4,12
134,1,244.8,2,1,1,4
246,1,266.4,2,1,1,4
130,2,343.82,2,2,2,6
50,2,457.72,3,2,2,7
85,16,4461.42,3,4,4,11
7,5,4656.17,4,3,4,11
23,4,450.82,4,3,2,9
25,36,16124.33,4,4,4,12
537,2,449.49,1,2,2,5
66,2,711.5,3,2,2,7
60,9,1732.22,3,4,3,10
50,23,6860.18,3,4,4,11
170,1,330.11,2,1,2,5
395,1,80.28,1,1,1,3
18,5,977.9300000000001,4,3,3,10
128,5,1806.9,2,3,3,8
15,10,1596.29,4,4,3,11
233,3,293.78,2,2,1,5
3,5,1282.45,4,3,3,10
521,5,747.55,1,3,2,6
385,2,486.59000000000003,1,2,2,5
240,2,178.96,2,2,1,5
52,9,3239.44,3,4,4,11
458,9,1378.31,1,4,3,8
46,7,2608.97,3,3,4,10
226,2,563.63,2,2,2,6
8,33,12006.51,4,4,4,12
4,4,1194.73,4,3,3,10
165,3,1313.66,2,2,3,7
219,2,608.65,2,2,2,6
11,1,301.29,4,1,1,6
134,5,1554.6100000000001,2,3,3,8
17,14,8990.58,4,4,4,12
423,2,2085.61,1,2,3,6
10,18,5197.97,4,4,4,12
31,1,329.25,3,1,2,6
74,4,1332.26,3,3,3,9
383,1,383.96999999999997,1,1,2,4
1,3,961.49,4,2,3,9
4,7,2587.54,4,3,4,11
45,3,437.66,3,2,2,7
2,38,22049.4,4,4,4,12
357,4,589.27,2,3,2,7
388,1,119.92,1,1,1,3
729,2,241.5,1,2,1,4
18,2,304.47,4,2,1,7
69,10,2052.02,3,4,3,10
373,1,975.5,2,1,3,6
468,1,167.16,1,1,1,3
321,5,1659.67,2,3,3,8
26,1,106.56,3,1,1,5
382,2,569.22,1,2,2,5
407,1,81.15,1,1,1,3
325,2,1034.5,2,2,3,7
9,5,1624.05,4,3,3,10
381,8,1399.26,2,3,3,8
323,2,481.46,2,2,2,6
72,1,224.14,3,1,1,5
597,2,985.09,1,2,3,6
426,1,948.93,1,1,3,5
260,1,40.5,2,1,1,4
18,17,7426.82,4,4,4,12
367,3,904.4300000000001,2,2,3,7
66,8,948.4499999999999,3,3,3,9
154,14,2942.752,2,4,4,10
548,4,637.03,1,3,2,6
29,4,689.95,3,3,2,8
70,1,310.62,3,1,1,5
14,5,1403.2,4,3,3,10
2,18,4670.08,4,4,4,12
725,1,310.43,1,1,1,3
1,58,17101.13,4,4,4,12
434,1,834.4399999999999,1,1,2,4
463,3,588.05,1,2,2,5
120,5,1981.39,2,3,3,8
61,1,499.32,3,1,2,6
3,39,12187.68,4,4,4,12
3,1,3861.0,4,1,4,9
433,2,316.25,1,2,1,4
9,10,1427.84,4,4,3,11
92,6,559.45,3,3,2,8
59,10,3122.4,3,4,4,11
495,1,549.05,1,1,2,4
79,14,1525.9,3,4,3,10
420,8,-2570.1800000000003,1,3,1,5
26,15,4400.18,3,4,4,11
357,1,316.58,2,1,1,4
85,3,648.8299999999999,3,2,2,7
10,4,420.29999999999995,4,3,2,9
410,5,653.77,1,3,2,6
1,7,968.02,4,3,3,10
730,1,178.98000000000002,1,1,1,3
225,3,1176.19,2,2,3,7
60,2,1277.48,3,2,3,8
239,3,195.42999999999998,2,2,1,5
319,3,325.05,2,2,1,5
2,8,1661.44,4,3,3,10
45,11,1496.46,3,4,3,10
88,2,486.09,3,2,2,7
563,1,426.24,1,1,2,4
11,25,11456.0,4,4,4,12
176,2,685.45,2,2,2,6
52,7,1758.92,3,3,3,9
366,7,1816.1000000000001,2,3,3,8
319,17,3415.66,2,4,4,10
226,6,1117.1,2,3,3,8
358,8,837.26,2,3,2,7
234,1,409.40000000000003,2,1,2,5
311,1,154.41,2,1,1,4
37,9,2488.4900000000002,3,4,4,11
66,7,5570.5199999999995,3,3,4,10
586,1,160.5,1,1,1,3
239,2,429.6,2,2,2,6
596,2,228.35999999999999,1,2,1,4
113,2,612.06,2,2,2,6
401,1,59.400000000000006,1,1,1,3
277,1,197.0,2,1,1,4
218,16,2937.81,2,4,4,10
299,1,321.05,2,1,1,4
2,4,1412.32,4,3,3,10
29,5,1056.54,3,3,3,9
10,3,764.34,4,2,2,8
45,20,4315.0,3,4,4,11
67,12,3032.31,3,4,4,11
422,1,302.04,1,1,1,3
74,2,927.2800000000001,3,2,3,8
65,4,850.1800000000001,3,3,3,9
134,8,4610.84,2,3,4,9
238,3,780.4,2,2,2,6
122,4,967.11,2,3,3,8
411,4,1865.03,1,3,3,7
32,21,9147.15,3,4,4,11
641,1,60.0,1,1,1,3
9,31,20095.6,4,4,4,12
36,7,2053.06,3,3,3,9
16,12,2033.29,4,4,3,11
127,4,1073.4,2,3,3,8
67,11,3670.77,3,4,4,11
149,2,170.4,2,2,1,5
281,3,600.9,2,2,2,6
169,2,623.16,2,2,2,6
513,4,1182.3799999999999,1,3,3,7
100,30,9098.38,2,4,4,10
135,4,1508.0,2,3,3,8
324,3,418.82,2,2,2,6
107,1,156.51,2,1,1,4
64,3,844.2,3,2,2,7
151,4,3345.64,2,3,4,9
338,6,841.7,2,3,2,7
22,5,1717.36,4,3,3,10
479,4,941.2500000000001,1,3,3,7
24,3,1225.3600000000001,4,2,3,9
16,31,7193.99,4,4,4,12
7,26,4639.29,4,4,4,12
57,6,2085.48,3,3,3,9
600,1,228.96,1,1,1,3
4,2,716.57,4,2,2,8
31,2,609.19,3,2,2,7
66,5,631.03,3,3,2,8
47,2,476.34,3,2,2,7
562,4,496.15999999999997,1,3,2,6
355,7,1541.74,2,3,3,8
172,3,406.21999999999997,2,2,2,6
59,22,8317.62,3,4,4,11
570,1,348.59,1,1,2,4
390,4,135.43,1,3,1,5
500,1,24.75,1,1,1,3
408,1,94.92,1,1,1,3
50,1,240.55,3,1,1,5
22,6,854.58,4,3,3,10
43,10,3883.13,3,4,4,11
29,7,1570.71,3,3,3,9
5,30,10355.58,4,4,4,12
26,53,13451.24,3,4,4,11
201,1,180.94,2,1,1,4
666,1,247.5,1,1,1,3
400,2,222.3,1,2,1,4
654,1,217.23999999999998,1,1,1,3
44,20,10223.93,3,4,4,11
10,4,635.04,4,3,2,9
2,29,8356.03,4,4,4,12
67,15,7243.62,3,4,4,11
64,1,496.44,3,1,2,6
51,19,7561.21,3,4,4,11
722,2,291.05,1,2,1,4
290,4,1178.78,2,3,3,8
61,11,905.45,3,4,3,10
555,1,93.6,1,1,1,3
64,10,3480.98,3,4,4,11
96,1,205.3,3,1,1,5
271,2,302.27,2,2,1,5
611,10,715.53,1,4,2,7
479,1,1634.64,1,1,3,5
1,270,113513.07,4,4,4,12
75,14,2916.4900000000002,3,4,4,11
110,1,52.0,2,1,1,4
199,4,800.65,2,3,2,7
64,3,551.54,3,2,2,7
327,1,165.0,2,1,1,4
677,2,112.05000000000001,1,2,1,4
4,1,312.62,4,1,1,6
284,1,204.5,2,1,1,4
44,1,267.13,3,1,1,5
49,18,6560.650000000001,3,4,4,11
64,3,1314.15,3,2,3,8
533,4,320.9,1,3,1,5
701,1,140.22000000000003,1,1,1,3
104,9,1596.81,2,4,3,9
334,10,1529.82,2,4,3,9
53,1,208.75,3,1,1,5
408,1,107.24,1,1,1,3
35,20,2742.98,3,4,4,11
32,2,714.96,3,2,2,7
500,4,755.41,1,3,2,6
366,6,6553.74,2,3,4,9
208,1,1028.56,2,1,3,6
157,3,351.67,2,2,2,6
54,1,173.97,3,1,1,5
402,1,240.5,1,1,1,3
403,2,344.72,1,2,2,5
677,1,283.43,1,1,1,3
66,11,1634.09,3,4,3,10
562,1,105.5,1,1,1,3
81,3,2401.02,3,2,4,9
116,2,391.76,2,2,2,6
87,1,364.5,3,1,2,6
1,5,476.58,4,3,2,9
35,2,367.69,3,2,2,7
333,4,591.65,2,3,2,7
366,6,1333.9,2,3,3,8
72,1,158.04,3,1,1,5
158,2,473.81,2,2,2,6
373,2,663.25,2,2,2,6
12,15,3615.18,4,4,4,12
549,1,114.95,1,1,1,3
255,8,3154.05,2,3,4,9
599,7,-94.8,1,3,1,5
29,2,277.05,3,2,1,6
31,13,3464.95,3,4,4,11
682,1,-36.75,1,1,1,3
5,55,16837.35,4,4,4,12
555,9,162.6,1,4,1,6
40,1,427.93,3,1,2,6
362,4,689.07,2,3,2,7
449,2,613.08,1,2,2,5
241,3,996.16,2,2,3,7
96,2,913.19,3,2,3,8
26,15,3573.26,3,4,4,11
75,7,2389.08,3,3,4,10
57,13,5005.7300000000005,3,4,4,11
21,2,722.74,4,2,2,8
144,13,1713.39,2,4,3,9
41,9,3713.51,3,4,4,11
662,1,59.400000000000006,1,1,1,3
137,10,5954.42,2,4,4,10
8,18,3218.59,4,4,4,12
129,2,307.32,2,2,1,5
690,1,60.959999999999994,1,1,1,3
40,3,1233.3600000000001,3,2,3,8
383,5,1179.95,1,3,3,7
463,2,246.5,1,2,1,4
169,9,4806.4400000000005,2,4,4,10
9,13,3422.2000000000003,4,4,4,12
214,6,1887.62,2,3,3,8
15,20,13646.5,4,4,4,12
682,1,-10.5,1,1,1,3
170,5,2014.49,2,3,3,8
40,3,942.08,3,2,3,8
186,1,394.14,2,1,2,5
492,1,468.65,1,1,2,4
270,1,140.54,2,1,1,4
172,5,2733.8,2,3,4,9
396,2,1216.66,1,2,3,6
571,2,282.92,1,2,1,4
5,8,2891.82,4,3,4,11
16,5,891.34,4,3,3,10
10,13,5251.4,4,4,4,12
326,1,107.45,2,1,1,4
113,2,796.38,2,2,2,6
290,1,94.0,2,1,1,4
16,3,1339.63,4,2,3,9
1,3,815.77,4,2,2,8
92,9,1252.8,3,4,3,10
452,2,216.95000000000002,1,2,1,4
149,7,1816.64,2,3,3,8
492,2,170.88,1,2,1,4
376,1,257.06,2,1,1,4
189,2,659.84,2,2,2,6
18,6,891.77,4,3,3,10
34,4,1056.44,3,3,3,9
264,1,267.18,2,1,1,4
702,2,117.2,1,2,1,4
84,10,4685.72,3,4,4,11
26,5,1346.38,3,3,3,9
171,1,190.53,2,1,1,4
430,7,-2531.3799999999997,1,3,1,5
10,3,774.9000000000001,4,2,2,8
313,1,572.8100000000001,2,1,2,5
65,9,4554.65,3,4,4,11
85,1,508.8,3,1,2,6
425,2,452.32,1,2,2,5
25,1,135.86,4,1,1,6
434,6,743.0,1,3,2,6
59,10,3805.34,3,4,4,11
323,8,1615.02,2,3,3,8
38,4,219.14,3,3,1,7
254,3,597.78,2,2,2,6
400,4,1944.57,1,3,3,7
19,11,2592.95,4,4,4,12
33,3,1483.14,3,2,3,8
15,4,762.75,4,3,2,9
27,3,364.90000000000003,3,2,2,7
468,3,903.75,1,2,3,6
503,1,153.24,1,1,1,3
23,4,301.26,4,3,1,8
79,3,417.87,3,2,2,7
8,13,2517.11,4,4,4,12
22,1,149.29,4,1,1,6
12,3,1122.53,4,2,3,9
262,2,393.45,2,2,2,6
131,1,156.57999999999998,2,1,1,4
405,4,1269.05,1,3,3,7
55,3,383.68,3,2,2,7
396,3,1254.21,1,2,3,6
249,1,594.0,2,1,2,5
2,16,5116.14,4,4,4,12
9,2,1418.26,4,2,3,9
264,2,284.5,2,2,1,5
377,5,398.85,2,3,2,7
331,6,484.93,2,3,2,7
313,2,788.81,2,2,2,6
26,5,971.22,3,3,3,9
30,1,429.84,3,1,2,6
434,2,233.21,1,2,1,4
30,6,1799.1100000000001,3,3,3,9
2,7,1388.37,4,3,3,10
362,2,307.69,2,2,1,5
598,1,38.25,1,1,1,3
283,10,2119.27,2,4,3,9
262,1,237.07,2,1,1,4
25,2,370.43999999999994,4,2,2,8
417,2,202.82999999999998,1,2,1,4
354,1,216.76,2,1,1,4
461,3,391.29999999999995,1,2,2,5
94,4,737.05,3,3,2,8
29,1,126.14,3,1,1,5
338,1,1048.85,2,1,3,6
20,39,12226.15,4,4,4,12
85,4,1571.01,3,3,3,9
9,4,511.88,4,3,2,9
35,7,1387.48,3,3,3,9
43,6,834.4,3,3,2,8
576,1,63.419999999999995,1,1,1,3
2,3,1316.56,4,2,3,9
113,1,371.56,2,1,2,5
14,11,1740.0,4,4,3,11
596,1,163.1,1,1,1,3
77,1,454.10999999999996,3,1,2,6
380,5,2180.28,2,3,3,8
650,1,368.4,1,1,2,4
40,3,2024.98,3,2,3,8
733,1,147.4,1,1,1,3
116,7,3592.25,2,3,4,9
401,1,1993.34,1,1,3,5
16,24,8107.83,4,4,4,12
161,10,862.2,2,4,3,9
1,7,4624.8,4,3,4,11
30,8,5624.51,3,4,4,11
527,1,102.0,1,1,1,3
680,1,231.32,1,1,1,3
93,5,431.92,3,3,2,8
23,12,2327.36,4,4,4,12
430,2,188.1,1,2,1,4
95,7,3090.85,3,3,4,10
28,2,659.4599999999999,3,2,2,7
33,11,4280.43,3,4,4,11
21,6,3770.95,4,3,4,11
379,1,246.5,2,1,1,4
631,1,146.14000000000001,1,1,1,3
18,11,8643.46,4,4,4,12
1,55,23860.81,4,4,4,12
724,1,161.6,1,1,1,3
8,4,1131.56,4,3,3,10
405,2,402.5,1,2,2,5
16,27,8673.53,4,4,4,12
363,2,267.15,2,2,1,5
81,5,413.9,3,3,2,8
53,7,3497.14,3,3,4,10
23,6,2040.03,4,3,3,10
172,1,492.36,2,1,2,5
189,6,1000.27,2,3,3,8
380,1,166.51,2,1,1,4
331,1,250.0,2,1,1,4
12,5,909.23,4,3,3,10
156,4,331.58,2,3,2,7
31,41,27264.45,3,4,4,11
12,20,5422.28,4,4,4,12
387,1,171.81,1,1,1,3
45,3,62.43,3,2,1,6
233,1,267.03,2,1,1,4
64,23,4103.78,3,4,4,11
383,2,344.61,1,2,2,5
2,1,343.5,4,1,2,7
36,24,6674.44,3,4,4,11
33,2,398.84,3,2,2,7
84,18,17220.04,3,4,4,11
25,2,591.4,4,2,2,8
2,5,1280.8,4,3,3,10
33,2,148.44,3,2,1,6
19,31,5041.78,4,4,4,12
254,1,229.33,2,1,1,4
23,13,5084.5,4,4,4,12
22,5,1813.72,4,3,3,10
8,2,2007.44,4,2,3,9
25,12,3708.05,4,4,4,12
19,5,746.92,4,3,2,9
726,1,162.25,1,1,1,3
173,10,985.82,2,4,3,9
409,1,259.09,1,1,1,3
163,1,110.92,2,1,1,4
538,11,3027.15,1,4,4,9
7,1,538.46,4,1,2,7
11,2,460.68,4,2,2,8
114,1,85.13000000000001,2,1,1,4
512,4,895.9,1,3,3,7
288,2,242.84,2,2,1,5
9,26,8134.12,4,4,4,12
54,2,428.05,3,2,2,7
607,3,539.5500000000001,1,2,2,5
7,28,10140.89,4,4,4,12
596,1,158.09,1,1,1,3
77,9,2308.46,3,4,4,11
4,14,1995.6,4,4,3,11
37,9,1659.28,3,4,3,10
217,2,252.52,2,2,1,5
60,1,437.23,3,1,2,6
278,1,217.2,2,1,1,4
12,46,11744.08,4,4,4,12
24,1,279.77,4,1,1,6
29,1,473.65000000000003,3,1,2,6
639,2,143.32999999999998,1,2,1,4
568,1,1109.4,1,1,3,5
398,2,153.52,1,2,1,4
12,9,1856.54,4,4,3,11
352,3,673.3800000000001,2,2,2,6
9,11,2781.21,4,4,4,12
463,2,70.74000000000001,1,2,1,4
50,2,173.16,3,2,1,6
393,2,227.87,1,2,1,4
19,1,186.01,4,1,1,6
3,3,758.29,4,2,2,8
104,10,3586.35,2,4,4,10
7,27,9246.99,4,4,4,12
12,14,4051.63,4,4,4,12
5,10,4068.67,4,4,4,12
32,5,1207.18,3,3,3,9
178,7,1476.7,2,3,3,8
620,1,30.1,1,1,1,3
38,1,940.6700000000001,3,1,3,7
151,5,397.98,2,3,2,7
162,1,127.1,2,1,1,4
69,7,1267.25,3,3,3,9
377,14,1221.95,2,4,3,9
121,43,5797.780000000001,2,4,4,10
25,3,682.9100000000001,4,2,2,8
376,1,107.86,2,1,1,4
24,7,1275.0,4,3,3,10
177,1,455.3,2,1,2,5
591,4,1128.66,1,3,3,7
50,7,1522.0800000000002,3,3,3,9
678,1,579.6,1,1,2,4
253,4,456.58,2,3,2,7
289,6,1466.41,2,3,3,8
583,3,217.9,1,2,1,4
47,1,388.58,3,1,2,6
71,1,199.8,3,1,1,5
16,6,1767.53,4,3,3,10
488,1,357.6,1,1,2,4
101,16,3023.59,2,4,4,10
30,3,554.52,3,2,2,7
35,4,543.02,3,3,2,8
27,3,1250.06,3,2,3,8
428,5,1178.71,1,3,3,7
11,35,14919.220000000001,4,4,4,12
8,25,2975.9700000000003,4,4,4,12
79,3,74.73,3,2,1,6
52,1,216.39,3,1,1,5
36,10,1933.4,3,4,3,10
57,19,4733.47,3,4,4,11
337,13,1578.57,2,4,3,9
28,5,1785.98,3,3,3,9
183,2,270.03000000000003,2,2,1,5
52,1,112.46000000000001,3,1,1,5
10,32,2858.37,4,4,4,12
36,2,195.15,3,2,1,6
610,1,433.71999999999997,1,1,2,4
428,7,3008.86,1,3,4,8
10,54,21282.07,4,4,4,12
438,1,317.11,1,1,1,3
396,3,828.5500000000001,1,2,2,5
33,5,747.031,3,3,2,8
11,1,336.40000000000003,4,1,2,7
50,8,1909.93,3,4,3,10
4,6,1158.77,4,3,3,10
3,30,7318.08,4,4,4,12
141,8,2437.05,2,4,4,10
117,4,588.13,2,3,2,7
100,14,3203.25,2,4,4,10
75,4,1049.37,3,3,3,9
457,2,566.9,1,2,2,5
5,21,5603.360000000001,4,4,4,12
450,4,2240.9,1,3,4,8
45,4,1475.45,3,3,3,9
642,1,596.67,1,1,2,4
16,10,3147.31,4,4,4,12
509,18,4173.41,1,4,4,9
17,2,554.65,4,2,2,8
396,1,100.35,1,1,1,3
90,4,1444.58,3,3,3,9
53,5,797.59,3,3,2,8
301,9,2137.2,2,4,3,9
134,5,1028.33,2,3,3,8
